state,county,median_age,unemployment,total_population,graduate_degree,at_least_bachelor_s_degree,at_least_high_school_diploma,less_than_high_school,median_earnings_2010_dollars,white,black,hispanic,asian,farming_fishing_and_forestry_occupations,construction_extraction_maintenance_and_repair_occupations,management_professional_and_related_occupations,production_transportation_and_material_moving_occupations,sales_and_office_occupations,service_occupations
North Carolina,Yancey,44.2,0.111,18077,5.1,15.2,77.9,22.1,22082.20286,93.2,0.5,4.9,0.45,2.15,15.45,21.6,18.7,19.9,22.25
North Dakota,Adams,49.5,0.027,2317,2.3,18.4,85.3,14.7,22294.86953,96.45,0.15,0.45,0.2,4.35,8.75,37.9,11.6,23.15,14.25
North Dakota,Barnes,44.5,0.034,10953,8.2,25.8,88.5,11.5,26754.78318,96.1,0.6,0.95,0.8,2.15,10.4,34.5,14.8,18.45,19.7
North Dakota,Benson,32.2,0.068,6774,1.3,9.8,80.2,19.8,19095.15016,44.05,0.15,1.35,0.3,2.6,8,31.45,14.4,20.35,23.25
North Dakota,Billings,45.8,0.018,847,4.3,16.8,89.1,10.9,26790.62699,98.8,0,0.25,0.25,1.95,11.35,49.15,10.4,16.05,11.2
North Dakota,Bottineau,47.7,0.03,6428,5.6,21.6,85.9,14.1,22995.32603,94.15,0.35,1,0.1,3.85,14.4,32.25,8.1,22.55,18.9
North Dakota,Bowman,47.1,0.018,3047,3,19.7,88.4,11.6,23704.71778,97.15,0.05,1.85,0.05,3.5,13.65,26.05,16.85,23.8,16.1
North Dakota,Burke,50.4,0.018,1997,3.9,17.6,89,11,29140.59651,96.95,0.1,1.2,0.35,3.85,12.15,37.75,11.95,17.7,16.65
North Dakota,Burleigh,37.5,0.027,79178,9,32.3,92,8,28868.34826,92.3,0.5,1.3,0.55,0.8,9.55,37.3,8.5,26.85,17
North Dakota,Cass,31.4,0.033,143790,10.3,36.4,94,6,26302.27333,90.9,2.1,2.15,2.05,0.7,9.15,35.65,12.55,26.6,15.35
North Dakota,Cavalier,50.4,0.033,3949,3.4,17.8,87.4,12.6,26375.29143,97.75,0.05,0.3,0.1,3.75,7.9,39.15,14.15,21.8,13.25
North Dakota,Dickey,42.3,0.029,5315,3.5,19.1,86.4,13.6,22711.04191,95.15,0.45,2,0.2,4.35,8.5,30.6,18.05,21.65,16.8
North Dakota,Divide,51,0.021,1967,3.7,19.2,90.9,9.1,26902.58508,96.95,0.15,1.7,0.55,2.6,13.7,41.1,7.35,18.25,16.9
North Dakota,Dunn,44.2,0.015,3427,2.5,15.1,84,16,24045.87461,84.05,0.1,1.2,0.35,5.3,12.3,37.4,15.55,13.65,15.85
North Dakota,Eddy,46.8,0.052,2401,4.2,17.8,82.3,17.7,24181.83365,93.2,0.75,1.6,0.15,3.15,12.15,36.85,12.75,18.25,16.85
North Dakota,Emmons,49.8,0.059,3546,2.4,13.7,79.1,20.9,22279.5127,98.4,0.15,0.55,0.1,3,9.45,47.1,9.95,19.6,10.85
North Dakota,Foster,45.8,0.033,3383,1.2,18.2,87.7,12.3,26438.03746,98.5,0.05,0.75,0.05,4.25,5.75,39.4,16.8,19.35,14.5
North Dakota,Golden Valley,45.2,0.029,1606,3.7,19.5,91.7,8.3,21266.86635,96.85,0.25,1.25,0.05,5.5,12.35,38.65,6.95,17.05,19.6
North Dakota,Grand Forks,29.2,0.037,66717,11.9,33.3,92.4,7.6,21115.95429,89.35,1.8,3,1.45,1.25,8.55,31.85,11.2,26.25,20.9
North Dakota,Grant,50.8,0.037,2459,3,16.4,87.1,12.9,25227.08762,95.8,0,0.15,0.45,2.4,8.85,50.85,10.8,15.15,12.05
North Dakota,Griggs,52,0.026,2365,4.1,19,86,14,24327.39842,99,0.15,0.2,0.1,3.55,9.25,40.1,12.5,19.25,15.4
North Dakota,Hettinger,49,0.032,2442,4.8,19.7,86.3,13.7,24519.16318,97.3,0.45,0.25,0,7,7.05,45.2,13.95,14.8,12.1
North Dakota,Kidder,47.5,0.062,2366,3.8,16,78.5,21.5,23010.11873,97.2,0.1,1.8,0.45,7.15,8.45,46.35,11.2,13,14
North Dakota,LaMoure,48.7,0.026,4112,3,20,86.4,13.6,26755.22095,98.25,0.05,0.9,0.05,3.8,9.1,41.95,15.55,16.2,13.4
North Dakota,Logan,50.8,0.031,1968,0.9,12.5,69.7,30.3,22210.79016,98.8,0.05,0.45,0.15,4.55,9.1,38,11.65,18.75,17.9
North Dakota,McHenry,45.5,0.045,5335,2.8,14.3,85.5,14.5,25716.14984,97.25,0.05,1.1,0.2,3.6,13.55,30.55,14.4,23,14.85
North Dakota,McIntosh,52.3,0.033,2781,5.2,16.1,71.1,28.9,21748.43556,97.9,0.2,0.75,0.45,4.2,7.25,45.4,12.65,14.95,15.45
North Dakota,McKenzie,38.9,0.015,5977,4.4,21.2,88.4,11.6,28284.47111,74.85,0.3,1.95,0.3,2.05,12.15,35.95,11.75,19,19.15
North Dakota,McLean,49.4,0.044,8661,3.1,17.4,85.8,14.2,27935.28984,90.7,0.15,1.15,0.05,3.75,14,36.8,10.85,19,15.65
North Dakota,Mercer,45.7,0.051,8189,2.7,16.7,85,15,33328.86159,94.95,0.4,0.9,0.4,1.15,23.3,26,16.65,19.8,13.05
North Dakota,Morton,40.5,0.037,26660,3.2,22.3,87.8,12.2,28403.73174,93.45,0.35,1.25,0.35,1.2,11.35,31.3,13.4,24.75,18
North Dakota,Mountrail,38.1,0.018,7106,5.7,19.9,88.5,11.5,28541.25524,63.05,0.3,3.2,0.2,1.35,12.9,31.7,8.4,22.95,22.7
North Dakota,Nelson,50.2,0.041,3180,3.9,21.4,88.8,11.2,23035.94191,97.05,0.15,1.15,0.3,5,8.9,40.6,11.7,17.75,16.05
North Dakota,Oliver,45.8,0.055,1735,4.4,19.4,86.3,13.7,30987.06476,96.3,0.1,0.85,0.3,1.5,10.25,42.5,12.65,20.05,12.95
North Dakota,Pembina,46.2,0.065,7510,2.3,16.7,85.9,14.1,28562.67778,92.55,0.2,3.45,0.05,7.05,9.35,29.85,17.25,22.35,14.15
North Dakota,Pierce,47,0.047,4229,3.7,11.1,81.9,18.1,18287.12984,92.9,0.25,1.3,0.7,2.3,10.45,29.25,13.15,26.75,18.1
North Dakota,Ramsey,42.4,0.043,11352,4.7,20.9,86.4,13.6,24523.65651,87.8,0.3,1.15,1,1.6,9.45,33.45,11.65,23.7,20.1
North Dakota,Ransom,43,0.03,5563,4.1,17.7,87.3,12.7,27379.22064,96.95,0.25,1.15,0.3,3,10.35,31.95,24.3,14.2,16.15
North Dakota,Renville,45.8,0.026,2380,4,20.3,88.1,11.9,25145.12603,97.3,0.05,0.7,0.1,1.95,15.65,33.5,12.1,20.15,16.65
North Dakota,Richland,39.3,0.04,16442,5.9,22.4,87.1,12.9,25548.02508,94.05,0.55,1.65,0.55,2.85,11.15,28.85,18.85,19.55,18.65
North Dakota,Rolette,30.6,0.112,13804,6.5,16.5,82.1,17.9,24406.45809,22.15,0.3,0.85,0.1,0.65,7.85,37.4,11.45,22.25,20.4
North Dakota,Sargent,45.1,0.026,3943,1.5,15,88.4,11.6,29571.50699,96.8,0.25,0.95,0.8,3.45,5.15,34.6,28.75,14.55,13.45
North Dakota,Sheridan,52.9,0.045,1320,2.2,14.7,80.1,19.9,22587.72635,96.55,0,0.6,0.1,1.65,12,39.15,14.8,16.4,15.95
North Dakota,Sioux,27,0.053,4148,2.3,12.3,80.2,19.8,18846.97016,14.75,0.05,1.35,0.05,1.75,11.55,36.3,7.1,13.1,30.1
North Dakota,Slope,45.4,0.013,715,8.4,28.1,91.4,8.6,26368.29937,97.8,0.05,1.3,0,12.25,9.15,45.85,6.2,15.3,11.35
North Dakota,Stark,39.7,0.016,23296,5.2,23.1,87.3,12.7,24869.71111,95,0.6,1.7,1.2,1.35,13.65,28.55,14.2,24.3,18
North Dakota,Steele,45.4,0.025,1952,3.5,18.4,88.7,11.3,23423.34381,97.15,0.1,1.55,0.05,3.9,10.35,37.7,15.95,19.5,12.55
North Dakota,Stutsman,42.1,0.033,20825,5.2,22.7,85.7,14.3,25371.60889,95.15,0.45,1.55,0.45,1.6,9.15,34.85,12.6,21.45,20.3
North Dakota,Towner,48.2,0.039,2282,4.8,20.2,88.6,11.4,23708.86127,95.4,0.25,0.5,1.4,7,7.15,42.35,6.25,22.55,14.65
North Dakota,Traill,42.3,0.035,8059,6.3,26.3,88,12,27079.74095,94.95,0.45,2.7,0.3,4.3,9.45,30.35,14.65,22.9,18.35
North Dakota,Walsh,45,0.053,11085,4.5,15.8,81.4,18.6,26265.72921,88.3,0.15,8.95,0.25,6.3,10,31.05,16.8,19,16.8
North Dakota,Ward,33.3,0.028,59014,6.8,25.8,92.3,7.7,25672.24254,89.3,2.1,3,0.85,0.4,12.05,30.4,9.75,28,19.35
North Dakota,Wells,50.8,0.044,4229,3.2,19.6,83.1,16.9,25193.49207,98.3,0.05,0.35,0.05,4.35,12.1,34,14.35,19.5,15.7
North Dakota,Williams,40.4,0.008,21021,3.3,19.3,87.9,12.1,30191.28381,90.85,0.3,1.65,0.2,0.8,17.4,27.55,14.3,24.3,15.75
Ohio,Adams,39,0.108,28346,4.7,10.7,74.7,25.3,21978.57461,96.9,0.35,0.85,0.1,0.65,14.3,26.95,20.75,19.25,18.05
Ohio,Allen,38.1,0.078,105638,6,15.8,87.2,12.8,24610.32,83.1,11.5,2.15,0.65,0.1,8.6,26.3,20.1,25.15,19.8
Ohio,Ashland,39.1,0.075,53880,7,17.5,85.6,14.4,24466.7308,96.5,0.7,0.85,0.65,0.75,9.7,27.5,22.85,21.65,17.5
Ohio,Ashtabula,40.6,0.09,101436,4.4,12.9,84.2,15.8,24168.01969,91.2,3.2,3.3,0.3,0.9,11.9,25.9,23.45,21,16.8
Ohio,Athens,25.9,0.077,63915,15.1,27.3,86.8,13.2,10229.87841,91.6,2.7,1.4,2.35,0.45,7,34.5,10.45,22.6,25
Ohio,Auglaize,39.1,0.056,46284,5.9,15.5,90.3,9.7,28835.72254,96.9,0.35,1.05,0.5,1.05,9.15,27.15,26.8,21.65,14.2
Ohio,Belmont,43.1,0.074,69386,4.3,14.1,86.8,13.2,23038.70095,93.55,3.95,0.55,0.4,0.4,13.95,25.9,13.75,24.95,21.1
Ohio,Brown,39.1,0.088,44334,3.6,9.8,80,20,27619.37111,97.15,1,0.6,0.1,0.45,15.25,25.15,20.7,22.75,15.7
Ohio,Butler,35.7,0.071,362504,9.5,25.9,86.8,13.2,29687.65048,85.65,6.85,3.35,2.2,0.15,8.45,33.85,14.6,26.6,16.4
Ohio,Carroll,42.2,0.075,28794,4.8,12,83.3,16.7,25621.78318,97.25,0.85,0.6,0.15,1,12,24.15,23.75,19.5,19.6
Ohio,Champaign,38.8,0.071,39823,4.6,15.3,88.4,11.6,27142.78286,94.3,2.2,1.05,0.35,0.95,8.7,25.9,27.3,21.15,16
Ohio,Clark,40.2,0.073,139376,6,16.2,84.8,15.2,25463.39619,86,8.65,2.3,0.6,0.7,8.95,27.55,18.65,26.25,17.95
Ohio,Clermont,37.8,0.069,195370,8.2,24.8,87.2,12.8,32016.65334,95.15,1.15,1.4,0.95,0.1,10.45,34.1,13.8,26.35,15.1
Ohio,Clinton,37.7,0.103,42430,5.3,14.7,86.3,13.7,26729.60032,93.95,2.05,1.35,0.55,0.6,11.15,26.55,22.2,23.25,16.25
Ohio,Columbiana,41.6,0.08,108262,4,12.4,85.3,14.7,22557.65302,94.95,2.05,1.25,0.35,0.55,10.45,23.95,24.55,21.6,18.9
Ohio,Coshocton,40.6,0.099,36558,3.8,11.6,85,15,24421.05143,96.3,1.2,0.9,0.35,0.9,11.95,24.85,24.95,20.65,16.6
Ohio,Crawford,41.3,0.087,43982,3.7,10.5,85.8,14.2,24236.30254,96.5,0.75,1.15,0.4,0.45,8.6,23.65,26.2,22,19.1
Ohio,Cuyahoga,39.7,0.073,1288204,11.4,28.2,86.4,13.6,29237.83461,62.45,28.95,4.55,2.4,0.1,5.9,35.95,13.25,26.6,18.2
Ohio,Darke,40,0.067,52577,4.8,11.3,85.6,14.4,25598.98349,96.95,0.4,1.15,0.3,1.3,10.8,25,25.55,22.9,14.5
Ohio,Defiance,38.6,0.073,38776,6.6,16.3,87.8,12.2,26305.87428,88.3,1.55,8.45,0.3,0.35,9.15,26.25,27.35,23.2,13.75
Ohio,Delaware,36.5,0.05,167041,17,49.5,95.6,4.4,43484.0254,88.6,3.5,1.95,3.85,0.3,4.55,50.05,7.75,25.55,11.8
Ohio,Erie,42.5,0.073,77239,7.1,20.1,88.9,11.1,27569.10571,85.65,8.45,3,0.6,0.5,9.05,29.4,17.25,25.7,18.1
Ohio,Fairfield,37.4,0.063,143499,8,24.4,91.6,8.4,31086.83556,89.65,5.9,1.5,1,0.25,8.9,35.75,11.95,26.9,16.2
Ohio,Fayette,38.8,0.071,28617,5,13.1,82.2,17.8,24630.38476,93.85,2.2,1.8,0.35,1.45,8.45,24.25,23.4,23.65,18.8
Ohio,Franklin,33.4,0.061,1143743,12.2,35,88.9,11.1,30625.87111,69.05,20.05,4.4,3.7,0.1,6.05,39.65,10.6,27.6,15.95
Ohio,Fulton,38.9,0.078,42590,4.7,14.9,88.3,11.7,27532.95143,90.75,0.35,7.3,0.4,0.95,11.15,25.5,25.35,22.05,15.1
Ohio,Gallia,39.4,0.089,30885,4.8,14.3,80.8,19.2,23408.43588,94.25,2.8,0.65,0.3,0.9,11.9,28.9,18,21,19.4
Ohio,Geauga,42.1,0.06,95766,12.8,34,89.8,10.2,33029.58572,96.15,1.4,1,0.55,0.55,11.05,37.65,11.35,24.75,14.6
Ohio,Greene,36.6,0.07,159981,16,34.5,91.7,8.3,27758.97016,86,6.65,2,2.6,0.4,6.55,40.9,10.55,25,16.6
Ohio,Guernsey,40,0.084,40209,4.1,11.2,84.3,15.7,26217.6327,95.3,1.35,0.9,0.35,0.7,11.1,26.2,22,21.55,18.4
Ohio,Hamilton,36.9,0.07,827120,12.4,32.5,87.7,12.3,29786.21524,68.9,24.8,2.25,1.9,0.1,6.15,37.7,12.1,26.65,17.3
Ohio,Hancock,37.7,0.061,74420,8.6,24.4,90.7,9.3,28056.52857,91.25,1.35,4.1,1.65,0.6,8.2,32,21.85,23.4,13.9
Ohio,Hardin,34.4,0.075,31898,6.4,15.1,86.2,13.8,22318.79683,96.15,0.75,1.15,0.55,1.05,8.2,25.05,27.95,21,16.75
Ohio,Harrison,43.5,0.081,15647,3.4,9,83.6,16.4,22220.96667,95.65,2.4,0.45,0.1,0.6,14.35,20.35,20.8,22.8,21.15
Ohio,Henry,38.8,0.078,28595,4.1,13.1,87.6,12.4,26553.81397,91.35,0.6,6.65,0.55,0.85,11.8,26.65,25.15,20.35,15.25
Ohio,Highland,38.3,0.096,42986,4,9.7,80,20,24328.51397,95.8,1.3,0.75,0.25,1,11.6,21.85,26.25,23,16.25
Ohio,Hocking,40,0.079,29118,3.8,10.2,84,16,25954.68603,96.6,0.85,0.65,0.2,0.35,14.25,24.95,19.85,22.2,18.35
Ohio,Holmes,29.3,0.047,41909,3.8,9.4,56.3,43.7,25031.22762,98.2,0.25,0.8,0.05,2.5,12.85,22.05,29.3,20.45,12.85
Ohio,Huron,37.3,0.102,59811,4.2,12.1,86.4,13.6,26525.11746,91.85,0.8,5.5,0.35,1.95,12.05,22.25,27.25,21.35,15.1
Ohio,Jackson,39,0.092,33283,4.5,12,79.4,20.6,24804.71969,96.45,0.65,1.1,0.3,1.2,11.3,26.7,23.05,22,15.75
Ohio,Jefferson,43.8,0.103,69235,4.9,14.1,87.3,12.7,23762.84699,91.35,5.35,0.95,0.45,0.15,12,26.2,16.85,24.6,20.2
Ohio,Knox,38,0.068,59896,6.9,19,87.5,12.5,24187.77968,96.2,0.8,1.1,0.55,0.8,11.1,30.1,17.95,22.55,17.5
Ohio,Lake,41.9,0.064,232337,7.8,24.2,90.7,9.3,31424.44159,91.3,2.85,3.3,1.2,0.2,7.8,33.1,16.15,27.7,15.05
Ohio,Lawrence,39.9,0.076,62566,4.9,12.9,82,18,25604.68762,95.5,2.1,0.7,0.2,0.75,11,27.95,16.2,25.35,18.85
Ohio,Licking,38.6,0.065,161453,6.8,22.1,88.2,11.8,30088.0073,93.1,3.05,1.25,0.7,0.4,9.25,33.1,15.15,26.1,16.05
Ohio,Logan,38.9,0.067,46144,5.2,14.3,85.9,14.1,27308.28508,94.7,1.45,1.05,0.6,0.6,8.95,26.05,27.45,21.85,15.1
Ohio,Lorain,39.5,0.077,302083,7.6,20.6,88.5,11.5,28555.70445,80.8,7.95,8.05,0.9,0.3,8.4,31,17.8,25.4,17.2
Ohio,Lucas,36.6,0.08,453385,8.3,23,87.1,12.9,25955.94191,72.3,18.15,5.8,1.4,0.1,7.75,30.75,17,25.55,18.95
Ohio,Madison,38.7,0.066,42532,4.9,15.6,84.4,15.6,29634.52953,90.1,6.4,1.2,0.7,1,9.95,26.25,18.25,25.05,19.45
Ohio,Mahoning,42.4,0.078,239947,7,20.4,87.3,12.7,24589.08318,78.2,15.45,4.15,0.65,0.3,8.35,29.55,16.4,26.4,19.05
Ohio,Marion,39.3,0.077,66047,5.2,12,83,17,25965.6527,89.9,4.85,1.95,0.65,0.7,7.7,22.55,28.05,23.9,17.05
Ohio,Medina,39.8,0.06,171139,9.3,29.5,92.5,7.5,34612.75873,95.05,1.3,1.5,1,0.2,8.15,36.95,14.15,26.6,13.85
Ohio,Meigs,41.2,0.118,23334,4.1,10.3,82.2,17.8,23537.33619,96.95,1,0.6,0.1,1.3,13.9,23.9,20.6,22.5,17.9
Ohio,Mercer,38.5,0.044,40787,6.2,15.4,88.3,11.7,27581.76476,96.8,0.2,1.5,0.4,1.85,8.8,26.35,28.15,20.9,14
Ohio,Miami,40.1,0.07,101744,6.9,20,87.5,12.5,29311.36762,93.85,2.1,1.2,1.15,0.3,9.1,30.95,22.5,23.45,13.7
Ohio,Monroe,44.4,0.096,14459,3.1,9.2,85.5,14.5,21759.29334,97.95,0.25,0.35,0.05,1.1,18.15,21.75,20.7,23.85,14.45
Ohio,Montgomery,38.7,0.078,536726,9.3,24.3,87.7,12.3,27174.00699,73.65,20.45,2.1,1.6,0.1,6.95,34.5,14.8,25.6,18.05
Ohio,Morgan,42,0.111,14774,2.5,8.7,83,17,23390.05334,92.75,3,0.6,0.05,1.05,16.5,23.9,16.8,19.45,22.3
Ohio,Morrow,39.1,0.072,34631,4,13.6,86.3,13.7,27696.45588,96.9,0.2,1.05,0.2,1.1,13.15,26.25,19.2,25.85,14.5
Ohio,Muskingum,39.2,0.097,85586,5.8,14.2,86.5,13.5,24023.88222,92.85,3.5,0.7,0.35,0.45,9.8,26.1,18.45,27.1,18.05
Ohio,Noble,46.2,0.104,14443,3.8,9.1,80.3,19.7,19674.47207,93.35,4.9,0.55,0.1,0.4,11.75,26.3,25.75,21.3,14.45
Ohio,Ottawa,45.3,0.098,41280,7.4,18.9,89.7,10.3,29683.98508,93.7,0.9,4.2,0.3,0.7,10.5,30.35,17.65,22.95,17.8
Ohio,Paulding,40.1,0.069,19400,5.1,10.7,86.1,13.9,26529.57937,93.55,0.75,3.95,0.3,2.65,10.35,23.3,30.85,19.85,12.9
Ohio,Perry,37.7,0.095,35569,3.4,8.9,84.2,15.8,25646.91524,97.6,0.3,0.45,0.1,0.3,13.1,24.25,25.25,20.25,16.9
Ohio,Pickaway,37.8,0.076,54781,4.9,13.5,82.9,17.1,28952.42476,92.9,4.05,1,0.3,0.4,11.7,28.35,17.55,24.25,17.85
Ohio,Pike,38.3,0.129,28282,5.5,12.6,77.4,22.6,22417.92191,95.9,0.9,0.75,0.15,1.5,12.05,26.75,20.3,19.3,20.1
Ohio,Portage,36.9,0.067,158710,9.2,24.9,90.4,9.6,25077.49334,91.85,4,1.1,1.25,0.2,8.6,30.15,17.1,25.95,17.95
Ohio,Preble,40.3,0.076,41979,4.3,12,85.6,14.4,27542.02191,97.3,0.35,0.6,0.5,0.2,12.9,24.35,22.9,22.15,17.5
Ohio,Putnam,38,0.06,34514,6,18.1,90.9,9.1,30790.39841,93.45,0.2,5.5,0.2,1.35,11.85,29.05,24,20.15,13.55
Ohio,Richland,40.1,0.083,125133,5.1,14.9,84.3,15.7,26762.40603,86.6,9.25,1.3,0.65,0.5,7.45,26.5,23.7,24.9,16.95
Ohio,Ross,39,0.082,76846,5.1,13.1,82.3,17.7,25800.16064,90.25,5.65,0.9,0.45,0.55,9.05,28.45,19.75,23.75,18.45
Ohio,Sandusky,40.3,0.071,60801,4.9,13.1,87.4,12.6,27313.36794,86.75,2.7,8.45,0.3,0.75,11.6,24.4,27.15,18.85,17.3
Ohio,Scioto,38.6,0.107,77904,5,12.7,81.2,18.8,22667.03143,93.85,2.65,0.95,0.4,0.65,11.5,29.6,15,23.25,20
Ohio,Seneca,38.9,0.075,56728,6.3,16.1,87.5,12.5,24996.86349,91.65,2.15,4.25,0.55,0.45,9.8,26.15,25.85,20.45,17.3
Ohio,Shelby,37.4,0.068,49067,5,14,85.5,14.5,27906.72445,93.7,1.9,1.3,1.05,0.65,8.6,24.75,29.15,21.3,15.6
Ohio,Stark,40.6,0.073,377527,6.8,20.4,87.8,12.2,25619.20159,88.3,7.3,1.4,0.75,0.3,7.85,30.35,17,26,18.5
Ohio,Summit,39.5,0.068,543001,10,29.2,89.5,10.5,29918.01461,80.5,14.05,1.4,2.05,0.1,7.2,35.9,13.9,26.45,16.45
Ohio,Trumbull,42,0.081,211831,5.2,16.3,86.5,13.5,26375.9273,88.55,8.1,1.15,0.5,0.3,9.6,26.15,21.1,24.6,18.25
Ohio,Tuscarawas,40.5,0.068,91912,5.1,14.3,84.5,15.5,25525.87397,96.2,0.85,1.55,0.3,0.95,9.1,26.1,24.7,22.05,17.05
Ohio,Union,36.1,0.055,49853,7.7,27.3,90.3,9.7,35813.78031,92.25,2.45,1.25,2,0.3,8.3,34.9,19.25,22.7,14.55
Ohio,Van Wert,39.3,0.074,28795,4.6,14.1,89.9,10.1,25716.95492,95.45,0.7,2.35,0.25,1.2,8.5,23.7,27.6,21.45,17.5
Ohio,Vinton,38.9,0.106,13354,2.4,9.2,76.3,23.7,22452.15016,97.3,0.8,0.35,0.15,0.75,9.85,24.45,30.15,20.45,14.35
Ohio,Warren,37,0.063,207911,13.3,35.9,90.8,9.2,37004.03905,89.75,3.15,2,3.45,0.25,7.3,41.3,12.15,24.75,14.25
Ohio,Washington,42,0.069,61619,5.3,16,88,12,24766.15175,96.3,0.95,0.65,0.6,0.55,9.4,28.7,17.95,25.75,17.65
Ohio,Wayne,37.8,0.061,114174,6.3,19.1,84.7,15.3,26718.61809,94.95,1.45,1.45,0.85,1.2,9.45,28.4,21.8,22.65,16.5
Ohio,Williams,39.7,0.076,37923,3.4,12.9,88.7,11.3,25860.63048,93.9,0.95,3.6,0.6,0.9,8.6,23.8,30.75,21.4,14.55
Ohio,Wood,34.6,0.069,125231,11.6,29.3,92.2,7.8,25298.71746,91,1.95,4.25,1.4,0.5,8.1,34.05,16.25,24.9,16.3
Ohio,Wyandot,40.6,0.073,22557,5.3,13.4,87.6,12.4,27060.46921,96.05,0.15,2.2,0.75,0.3,10.5,24.45,30.2,19.95,14.6
Oklahoma,Adair,35.6,0.07,22252,2.8,10.6,76.5,23.5,21679.50508,44.35,0.1,5,0.75,2.95,15,23.65,24.6,15.55,18.25
Oklahoma,Alfalfa,45.7,0.032,5606,5.4,17.9,81.7,18.3,22863.79016,86.85,3.95,3.15,0.15,3,12.65,35.35,9.9,21.45,17.65
Oklahoma,Atoka,39.2,0.055,14303,4.5,14.5,77.3,22.7,21198.72953,73.4,4.85,2.6,0.3,1.2,15.2,30.95,17.2,16.95,18.55
Oklahoma,Beaver,42.2,0.025,5473,4.3,17.9,83.6,16.4,26599.6254,78.3,0.35,18.25,0.1,5.5,17.4,26.5,14.7,21.35,14.6
Oklahoma,Beckham,34.9,0.026,21193,4,14.7,80.3,19.7,24294.53937,80.9,3.1,9.65,0.6,1.25,18.1,26.6,15.1,21.75,17.3
Oklahoma,Blaine,38.9,0.044,12284,4.6,15.9,81.1,18.9,23386.74032,64.95,5.4,18.55,0.45,2.8,12.6,25.1,14.75,26.5,18.2
Oklahoma,Bryan,36.7,0.047,40941,7.5,20.3,84.1,15.9,23668.27048,75.2,1.55,4.55,0.6,0.75,12.75,27.7,14.8,26.95,17.1
Oklahoma,Caddo,38,0.054,29552,3.8,13.7,81,19,22730.66127,60.3,3.05,9.6,0.3,2.35,14.05,27.9,13.75,22.55,19.45
Oklahoma,Canadian,35.7,0.042,109564,7.1,25.3,90.8,9.2,31492.42635,81.15,2.45,6.15,2.7,0.6,9.7,35.05,10.8,29.6,14.25
Oklahoma,Carter,38.7,0.042,47472,4.9,16.4,83.2,16.8,24268.91937,73.9,7.2,4.65,0.95,0.85,11.6,26.05,17.25,25.65,18.75
Oklahoma,Cherokee,34.1,0.053,46114,8.8,23.8,83.9,16.1,19592.30921,51.95,1.55,6.35,0.6,2.6,12.55,31.55,10.85,24.25,18.25
Oklahoma,Choctaw,40.5,0.066,15096,2.6,11.5,76.5,23.5,18392.56794,65.45,10.6,2.55,0.15,2.15,13.9,25.35,18.1,19.45,21.15
Oklahoma,Cimarron,45.1,0.036,2563,2.3,16.9,79.3,20.7,21491.44254,76.95,0.25,21.2,0.15,10.2,9.95,31.9,13.3,16.35,18.25
Oklahoma,Cleveland,32.5,0.044,245805,11.5,31.2,90.4,9.6,26139.78413,76.95,4.15,6.4,3.55,0.1,8.85,37.6,9.3,27.55,16.55
Oklahoma,Coal,40.7,0.059,5811,2.6,9.1,78.5,21.5,22594.66064,72.3,0.35,3,0.1,3.5,21,21.05,18.85,20.65,14.9
Oklahoma,Comanche,31.6,0.066,118463,6.7,19.8,88.5,11.5,23197.54191,60.35,17,10.4,1.95,0.45,10.85,30.2,12.1,25.95,20.45
Oklahoma,Cotton,38.9,0.047,6272,4.7,18.6,82.5,17.5,27352.47524,79.5,2.55,5.9,0.6,2.4,13.5,35.7,14.2,18.15,16.15
Oklahoma,Craig,40.9,0.051,15054,5,13.5,80.5,19.5,22546.05429,66,3.05,2.2,0.4,2.35,10.4,30.25,15.5,20,21.6
Oklahoma,Creek,39.6,0.06,69470,3.8,14.9,83.4,16.6,26304.01588,79.45,2.2,2.85,0.35,0.25,12.85,27.1,17.45,25.8,16.5
Oklahoma,Custer,31,0.033,26740,9.1,25,84.4,15.6,21148.57937,74.35,3.1,12.9,1.2,1.35,15.45,29.35,13.1,21.45,19.3
Oklahoma,Delaware,44.1,0.056,40781,4.8,14.3,82.1,17.9,21085.16222,67.35,0.3,2.85,1,1.85,13.05,25.6,18.5,22.05,18.95
Oklahoma,Dewey,43.6,0.026,4600,4.3,19.2,84.8,15.2,28059.85556,86.55,0.65,4.7,0.35,2.25,15.15,35.4,11,21.8,14.35
Oklahoma,Ellis,45.1,0.023,4003,6.8,23.3,87.8,12.2,25209.61842,91.25,0.45,5.55,0.1,4.5,13.1,32.2,16.25,23.4,10.45
Oklahoma,Garfield,37.6,0.035,59140,6.3,21.8,85.6,14.4,23658.88,82.2,2.8,7.8,0.95,0.9,11.3,28.15,17.05,24.9,17.6
Oklahoma,Garvin,39.6,0.04,27301,4.4,15.4,80.5,19.5,25046.29651,80.1,2.75,5.55,0.25,1.6,13.55,24.65,19.15,24.1,16.95
Oklahoma,Grady,37.5,0.05,51432,4.5,16.8,85.3,14.7,26466.20381,84.1,2.55,4.3,0.45,0.85,14.9,29.4,16.1,23.85,14.9
Oklahoma,Grant,44.9,0.032,4505,7.8,20.8,90,10,23157.04381,91.9,0.4,3.1,0.25,2.95,14.5,32.15,8.95,26.55,14.9
